Enemy,Game,Relation
Ninji,Mario Party Advance,ENEMY_IN
Ninji,Mario & Luigi: Paper Jam,ENEMY_IN
Ninji,Paper Mario,ENEMY_IN
Ninji,Super Mario World / Super Mario World: Super Mario Advance 2,ENEMY_IN
Ninji,Super Mario Party Jamboree,ENEMY_IN
Ninji,Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,ENEMY_IN
Ninji,Paper Mario: Sticker Star,ENEMY_IN
Ninji,Super Mario Run,ENEMY_IN
Ninji,Paper Mario: Color Splash,ENEMY_IN
Ninji,Super Mario Maker 2,ENEMY_IN
Ninji,Paper Mario: The Origami King,ENEMY_IN
Ninji,Super Mario Bros. Wonder,ENEMY_IN
Nipper Plant,Super Mario Bros. 3 / Super Mario Advance 4: Super Mario Bros. 3,ENEMY_IN
Nipper Plant,Super Mario Bros. Wonder,ENEMY_IN
Octoomba,Super Mario Galaxy,ENEMY_IN
Octoomba,Super Mario Galaxy 2,ENEMY_IN
Octoomba,Super Mario 3D World / Super Mario 3D World + Bowser's Fury,ENEMY_IN
Crossovers with The Legend of Zelda,Super Mario Bros. / Super Mario Bros. Deluxe,ENEMY_IN
Crossovers with The Legend of Zelda,Super Mario Kart,ENEMY_IN
Crossovers with The Legend of Zelda,Mario & Luigi: Superstar Saga / Mario & Luigi: Superstar Saga + Bowser's Minions,ENEMY_IN
Crossovers with The Legend of Zelda,Super Smash Bros.,ENEMY_IN
Crossovers with The Legend of Zelda,Yoshi's Story,ENEMY_IN
Crossovers with The Legend of Zelda,Paper Mario,ENEMY_IN
Crossovers with The Legend of Zelda,Super Mario Bros. 3 / Super Mario Advance 4: Super Mario Bros. 3,ENEMY_IN
Crossovers with The Legend of Zelda,Mario Kart 8 / Mario Kart 8 Deluxe,ENEMY_IN
Crossovers with The Legend of Zelda,Mario & Luigi: Bowser's Inside Story / Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,ENEMY_IN
Crossovers with The Legend of Zelda,Super Smash Bros. Melee,ENEMY_IN
Crossovers with The Legend of Zelda,Yoshi's Woolly World / Poochy & Yoshi's Woolly World,ENEMY_IN
Crossovers with The Legend of Zelda,Paper Mario: The Thousand Year-Door,ENEMY_IN
Crossovers with The Legend of Zelda,Super Mario World / Super Mario World: Super Mario Advance 2,ENEMY_IN
Crossovers with The Legend of Zelda,Mario & Luigi: Dream Team,ENEMY_IN
Crossovers with The Legend of Zelda,Super Smash Bros. Brawl,ENEMY_IN
Crossovers with The Legend of Zelda,Super Paper Mario,ENEMY_IN
Crossovers with The Legend of Zelda,Super Mario Sunshine,ENEMY_IN
Crossovers with The Legend of Zelda,Mario & Luigi: Paper Jam,ENEMY_IN
Crossovers with The Legend of Zelda,Super Smash Bros. for Nintendo 3DS / Wii U,ENEMY_IN
Crossovers with The Legend of Zelda,Paper Mario: The Origami King,ENEMY_IN
Crossovers with The Legend of Zelda,Super Mario Galaxy,ENEMY_IN
Crossovers with The Legend of Zelda,Super Smash Bros. Ultimate,ENEMY_IN
Crossovers with The Legend of Zelda,Super Mario Galaxy 2,ENEMY_IN
Crossovers with The Legend of Zelda,Super Mario 3D Land,ENEMY_IN
Crossovers with The Legend of Zelda,Super Mario 3D World / Super Mario 3D World + Bowser's Fury,ENEMY_IN
Crossovers with The Legend of Zelda,Super Mario Maker,ENEMY_IN
Crossovers with The Legend of Zelda,Super Mario Maker 2,ENEMY_IN
Oil drum,Mario vs. Donkey Kong,ENEMY_IN
Oil drum,Mario vs. Donkey Kong,ENEMY_IN
Oil drum,Mario vs. Donkey Kong 2: March of the Minis,ENEMY_IN
Oil drum,Mario vs. Donkey Kong 2: March of the Minis,ENEMY_IN
Ostro,Super Mario Bros. 2,ENEMY_IN
Ostro,Super Mario Advance,ENEMY_IN
Sombrero Guy,Paper Mario: Sticker Star,ENEMY_IN
Sombrero Guy,Paper Mario: Color Splash,ENEMY_IN
Sombrero Guy,Paper Mario: The Origami King,ENEMY_IN
Para-Biddybud,Super Mario 3D Land,ENEMY_IN
Para-Biddybud,Mario Kart 8 / Mario Kart 8 Deluxe,ENEMY_IN
Para-Biddybud,Mario Party: Island Tour,ENEMY_IN
Para-Biddybud,Super Mario 3D World / Super Mario 3D World + Bowser's Fury,ENEMY_IN
Para-Biddybud,Mario Kart Tour,ENEMY_IN
Para-Biddybud,Super Mario Party Jamboree,ENEMY_IN
Para-Biddybud,Super Mario Maker,ENEMY_IN
Para-Biddybud,Mario Kart World,ENEMY_IN
Parabones,Super Mario 3D World / Super Mario 3D World + Bowser's Fury,ENEMY_IN
Parabones,Super Mario Maker series,ENEMY_IN
Parabones,Super Mario Odyssey,ENEMY_IN
Parabomb,Super Mario World,ENEMY_IN
Parabomb,Paper Mario: The Thousand-Year Door,ENEMY_IN
Parabomb,Super Mario 64 DS / New Super Mario Bros.,ENEMY_IN
Parabomb,Paper Mario: Sticker Star,ENEMY_IN
Parabomb,New Super Mario Bros. Wii,ENEMY_IN
Parabomb,Paper Mario: The Origami King,ENEMY_IN
Parabomb,New Super Mario Bros. 2,ENEMY_IN
Parabomb,New Super Mario Bros. U / New Super Luigi U / New Super Mario Bros. U Deluxe,ENEMY_IN
Parabomb,Super Mario Maker 2,ENEMY_IN
Peepa,Super Mario 3D Land,ENEMY_IN
Peepa,Mario Party: Island Tour,ENEMY_IN
Peepa,New Super Mario Bros. 2,ENEMY_IN
Peepa,Mario Party 10,ENEMY_IN
Peepa,Super Mario 3D World / Super Mario 3D World + Bowser's Fury,ENEMY_IN
Peepa,Mario Party: Star Rush,ENEMY_IN
Peepa,Super Mario Maker 2,ENEMY_IN
Peepa,Super Mario Party,ENEMY_IN
Peepa,Mario Party Superstars,ENEMY_IN
Peepa,Super Mario Party Jamboree,ENEMY_IN
Para-Beetle,Super Mario Bros. 3 / Super Mario Advance 4: Super Mario Bros. 3,ENEMY_IN
Para-Beetle,Mario & Luigi: Superstar Saga + Bowser's Minions,ENEMY_IN
Para-Beetle,Paper Mario: The Thousand-Year Door,ENEMY_IN
Para-Beetle,New Super Mario Bros. Wii,ENEMY_IN
Para-Beetle,Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,ENEMY_IN
Para-Beetle,Super Paper Mario,ENEMY_IN
Para-Beetle,New Super Mario Bros. U / New Super Luigi U,ENEMY_IN
Para-Beetle,Super Mario Maker series,ENEMY_IN
Phanto,Yume Kōjō: Doki Doki Panic / Super Mario Bros. 2 / Super Mario Advance,ENEMY_IN
Phanto,BS Super Mario USA,ENEMY_IN
Phanto,Super Mario Maker 2,ENEMY_IN
Petal Guy,Mario Party Advance,ENEMY_IN
Petal Guy,Super Mario World 2: Yoshi's Island,ENEMY_IN
Petal Guy,Mario Party: Star Rush,ENEMY_IN
Petal Guy,Yoshi's Island DS,ENEMY_IN
Petal Guy,Yoshi's New Island,ENEMY_IN
Pidgit,Yume Kōjō: Doki Doki Panic / Super Mario Bros. 2,ENEMY_IN
Pidgit,Super Mario World,ENEMY_IN
Piranha Creeper,Super Mario 3D World / Super Mario 3D World + Bowser's Fury,ENEMY_IN
Piranha Creeper,Mario Party: Star Rush,ENEMY_IN
Piranha Creeper,Super Mario Maker 2,ENEMY_IN
Piranha Creeper,Super Mario Party Jamboree,ENEMY_IN
Pokey (projectile),Super Mario World 2: Yoshi's Island / Yoshi's Island: Super Mario Advance 3,ENEMY_IN
Pokey (projectile),Yoshi's Island DS,ENEMY_IN
Pokey (projectile),Yoshi's New Island,ENEMY_IN
Poison Mushroom,Super Mario Bros.: The Lost Levels,ENEMY_IN
Poison Mushroom,Mario & Luigi: Superstar Saga / Mario & Luigi: Superstar Saga + Bowser's Minions,ENEMY_IN
Poison Mushroom,Paper Mario: The Thousand-Year Door,ENEMY_IN
Poison Mushroom,Super Mario Advance 4: Super Mario Bros. 3,ENEMY_IN
Poison Mushroom,Mario & Luigi: Partners in Time,ENEMY_IN
Poison Mushroom,Super Paper Mario,ENEMY_IN
Poison Mushroom,Super Mario 3D Land,ENEMY_IN
Poison Mushroom,Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,ENEMY_IN
Poison Mushroom,Recipes,ENEMY_IN
Poison Mushroom,Location,ENEMY_IN
Poison Mushroom,Paper Mario: Sticker Star,ENEMY_IN
Polterpup,Luigi's Mansion: Dark Moon / Luigi's Mansion 2 HD,ENEMY_IN
Polterpup,Luigi's Mansion (Nintendo 3DS),ENEMY_IN
Polterpup,Luigi's Mansion 3,ENEMY_IN
Piranha Plant,Super Mario Bros.,ENEMY_IN
Piranha Plant,Super Mario Kart,ENEMY_IN
Piranha Plant,Mario Party,ENEMY_IN
Piranha Plant,Mario & Luigi: Superstar Saga / Mario & Luigi: Superstar Saga + Bowser's Minions,ENEMY_IN
Piranha Plant,Super Smash Bros. Ultimate,ENEMY_IN
Piranha Plant,Super Mario World 2: Yoshi's Island / Yoshi's Island: Super Mario Advance 3,ENEMY_IN
Piranha Plant,Paper Mario,ENEMY_IN
Piranha Plant,Super Mario Bros.: The Lost Levels,ENEMY_IN
Piranha Plant,Mario Kart 64,ENEMY_IN
Piranha Plant,Mario Party 2,ENEMY_IN
Piranha Plant,Mario & Luigi: Partners in Time,ENEMY_IN
Piranha Plant,Yoshi's Story,ENEMY_IN
Piranha Plant,Paper Mario: The Thousand-Year Door,ENEMY_IN
Piranha Plant,Super Mario Bros. 3 / Super Mario Advance 4: Super Mario Bros. 3,ENEMY_IN
Piranha Plant,Mario Kart: Super Circuit,ENEMY_IN
Piranha Plant,Mario Party 3,ENEMY_IN
Piranha Plant,Mario & Luigi: Bowser's Inside Story / Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,ENEMY_IN
Piranha Plant,Yoshi's Island DS,ENEMY_IN
Piranha Plant,Super Paper Mario,ENEMY_IN
Piranha Plant,Super Mario Land,ENEMY_IN
Piranha Plant,Mario Kart: Double Dash!!,ENEMY_IN
Piranha Plant,Mario Party 4,ENEMY_IN
Piranha Plant,Mario & Luigi: Dream Team,ENEMY_IN
Piranha Plant,Yoshi's New Island,ENEMY_IN
Piranha Plant,Paper Mario: Sticker Star,ENEMY_IN
Piranha Plant,Super Mario World,ENEMY_IN
Piranha Plant,Mario Kart Arcade GP series,ENEMY_IN
Piranha Plant,Mario Party 5,ENEMY_IN
Piranha Plant,Mario & Luigi: Paper Jam,ENEMY_IN
Piranha Plant,Yoshi's Woolly World / Poochy & Yoshi's Woolly World,ENEMY_IN
Piranha Plant,Paper Mario: Color Splash,ENEMY_IN
Piranha Plant,Super Mario Land 2: 6 Golden Coins,ENEMY_IN
Piranha Plant,Mario Kart DS,ENEMY_IN
Piranha Plant,Mario Party 6,ENEMY_IN
Piranha Plant,Mario & Luigi: Brothership,ENEMY_IN
Piranha Plant,Yoshi's Crafted World,ENEMY_IN
Piranha Plant,Paper Mario: The Origami King,ENEMY_IN
Piranha Plant,Super Mario 64 / Super Mario 64 DS,ENEMY_IN
Piranha Plant,Mario Kart Wii,ENEMY_IN
Piranha Plant,Mario Party Advance,ENEMY_IN
Piranha Plant,Super Mario Sunshine,ENEMY_IN
Piranha Plant,Mario Kart 7,ENEMY_IN
Piranha Plant,Mario Party 7,ENEMY_IN
Piranha Plant,New Super Mario Bros.,ENEMY_IN
Piranha Plant,Mario Kart 8 / Mario Kart 8 Deluxe,ENEMY_IN
Piranha Plant,Mario Party 8,ENEMY_IN
Piranha Plant,Super Mario Galaxy,ENEMY_IN
Piranha Plant,Mario Kart Tour,ENEMY_IN
Piranha Plant,Mario Party DS,ENEMY_IN
Piranha Plant,New Super Mario Bros. Wii,ENEMY_IN
Piranha Plant,Mario Kart Live: Home Circuit,ENEMY_IN
Piranha Plant,Mario Party 9,ENEMY_IN
Piranha Plant,Super Mario Galaxy 2,ENEMY_IN
Piranha Plant,Mario Kart World,ENEMY_IN
Piranha Plant,Mario Party: Island Tour,ENEMY_IN
Piranha Plant,Super Mario 3D Land,ENEMY_IN
Piranha Plant,Mario Party 10,ENEMY_IN
Piranha Plant,New Super Mario Bros. 2,ENEMY_IN
Piranha Plant,Mario Party: Star Rush,ENEMY_IN
Piranha Plant,New Super Mario Bros. U,ENEMY_IN
Piranha Plant,Super Mario Party,ENEMY_IN
Piranha Plant,Super Mario 3D World / Super Mario 3D World + Bowser's Fury,ENEMY_IN
Piranha Plant,Mario Party Superstars,ENEMY_IN
Piranha Plant,Super Mario Maker / Super Mario Maker for Nintendo 3DS / Super Mario Maker 2,ENEMY_IN
Piranha Plant,Super Mario Run,ENEMY_IN
Piranha Plant,Super Mario Odyssey,ENEMY_IN
Piranha Plant,Super Mario Bros. Wonder,ENEMY_IN
Porcupo,Yume Kōjō: Doki Doki Panic / Super Mario Bros. 2,ENEMY_IN
Porcupo,Super Mario Advance 4: Super Mario Bros. 3,ENEMY_IN
Porcupuffer,Super Mario World,ENEMY_IN
Porcupuffer,New Super Mario Bros. Wii,ENEMY_IN
Porcupuffer,Super Mario 3D Land,ENEMY_IN
Porcupuffer,New Super Mario Bros. 2,ENEMY_IN
Porcupuffer,New Super Mario Bros. U / New Super Luigi U / New Super Mario Bros. U Deluxe,ENEMY_IN
Porcupuffer,Super Mario 3D World / Super Mario 3D World + Bowser's Fury,ENEMY_IN
Porcupuffer,Super Mario Maker 2,ENEMY_IN
Pokey,Yume Kōjō: Doki Doki Panic / Super Mario Bros. 2,ENEMY_IN
Pokey,Mario Kart: Double Dash!!,ENEMY_IN
Pokey,Mario Party 3,ENEMY_IN
Pokey,Mario vs. Donkey Kong: Minis March Again!,ENEMY_IN
Pokey,Mario & Luigi: Superstar Saga / Mario & Luigi: Superstar Saga + Bowser's Minions,ENEMY_IN
Pokey,Paper Mario,ENEMY_IN
Pokey,Mario vs. Donkey Kong: Minis March Again!,ENEMY_IN
Pokey,Super Mario World,ENEMY_IN
Pokey,Mario Kart DS,ENEMY_IN
Pokey,Mario Party 5,ENEMY_IN
Pokey,Mario vs. Donkey Kong: Mini-Land Mayhem!,ENEMY_IN
Pokey,Mario & Luigi: Partners in Time,ENEMY_IN
Pokey,Paper Mario: The Thousand-Year Door,ENEMY_IN
Pokey,Mario vs. Donkey Kong: Mini-Land Mayhem!,ENEMY_IN
Pokey,Super Mario 64 / Super Mario 64 DS,ENEMY_IN
Pokey,Mario Kart Wii,ENEMY_IN
Pokey,Mario Party 6,ENEMY_IN
Pokey,Mario vs. Donkey Kong: Tipping Stars,ENEMY_IN
Pokey,Mario & Luigi: Bowser's Inside Story / Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,ENEMY_IN
Pokey,Super Paper Mario,ENEMY_IN
Pokey,Mario vs. Donkey Kong: Tipping Stars,ENEMY_IN
Pokey,Super Mario Sunshine,ENEMY_IN
Pokey,Mario Kart 8 / Mario Kart 8 Deluxe,ENEMY_IN
Pokey,Mario Party Advance,ENEMY_IN
Pokey,Mario & Luigi: Paper Jam,ENEMY_IN
Pokey,Paper Mario: Sticker Star,ENEMY_IN
Pokey,New Super Mario Bros.,ENEMY_IN
Pokey,Mario Kart Tour,ENEMY_IN
Pokey,Mario Party 7,ENEMY_IN
Pokey,Paper Mario: Color Splash,ENEMY_IN
Pokey,Super Mario Galaxy,ENEMY_IN
Pokey,Mario Kart World,ENEMY_IN
Pokey,Mario Party: Island Tour,ENEMY_IN
Pokey,Paper Mario: The Origami King,ENEMY_IN
Pokey,New Super Mario Bros. Wii,ENEMY_IN
Pokey,Mario Party: The Top 100,ENEMY_IN
Pokey,Super Mario 3D Land,ENEMY_IN
Pokey,Super Mario Party,ENEMY_IN
Pokey,New Super Mario Bros. 2,ENEMY_IN
Pokey,Super Mario Party Jamboree,ENEMY_IN
Pokey,New Super Mario Bros. U / New Super Luigi U / New Super Mario Bros. U Deluxe,ENEMY_IN
Pokey,Super Mario 3D World,ENEMY_IN
Pokey,Super Mario Run,ENEMY_IN
Pokey,Super Mario Maker 2,ENEMY_IN
Pokey,Super Mario Bros. Wonder,ENEMY_IN
Ptooie,Mario Kart 8 Deluxe,ENEMY_IN
Ptooie,Paper Mario: Color Splash,ENEMY_IN
Ptooie,Mario Kart World,ENEMY_IN
Ptooie,Paper Mario: The Origami King,ENEMY_IN
Putrid Piranha,Paper Mario,ENEMY_IN
Putrid Piranha,Paper Mario: The Thousand-Year Door,ENEMY_IN
Putrid Piranha,Super Paper Mario,ENEMY_IN
Red Chomp,Paper Mario: The Thousand-Year Door,ENEMY_IN
Red Chomp,Super Paper Mario,ENEMY_IN
Red Magikoopa,Mario & Luigi: Dream Team,ENEMY_IN
Red Magikoopa,Mario & Luigi: Superstar Saga + Bowser's Minions,ENEMY_IN
Red Magikoopa,Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,ENEMY_IN
River Piranha Plant,New Super Mario Bros. Wii,ENEMY_IN
River Piranha Plant,New Super Mario Bros. U / New Super Luigi U / New Super Mario Bros. U Deluxe,ENEMY_IN
River Piranha Plant,Super Mario Run,ENEMY_IN
Rex,Super Mario World / Super Mario World: Super Mario Advance 2,ENEMY_IN
Rex,Mario & Luigi: Superstar Saga / Mario & Luigi: Superstar Saga + Bowser's Minions,ENEMY_IN
Rex,Mario & Luigi: Partners in Time,ENEMY_IN
Rip Van Fish,Super Mario World,ENEMY_IN
Rip Van Fish,Super Mario Advance 4: Super Mario Bros. 3,ENEMY_IN
Spike Top,Super Mario World,ENEMY_IN
Spike Top,Paper Mario,ENEMY_IN
Spike Top,Super Mario Advance 4: Super Mario Bros. 3,ENEMY_IN
Spike Top,Paper Mario: The Thousand-Year Door,ENEMY_IN
Spike Top,New Super Mario Bros.,ENEMY_IN
Spike Top,Super Paper Mario,ENEMY_IN
Spike Top,New Super Mario Bros. Wii,ENEMY_IN
Spike Top,Paper Mario: Sticker Star,ENEMY_IN
Spike Top,New Super Mario Bros. 2,ENEMY_IN
Spike Top,Paper Mario: Color Splash,ENEMY_IN
Spike Top,New Super Mario Bros. U / New Super Luigi U / New Super Mario Bros. U Deluxe,ENEMY_IN
Spike Top,Paper Mario: The Origami King,ENEMY_IN
Spike Top,Super Mario Maker / Super Mario Maker for Nintendo 3DS / Super Mario Maker 2,ENEMY_IN
Rocky Wrench,Super Mario Bros. 3,ENEMY_IN
Rocky Wrench,Mario Kart DS,ENEMY_IN
Rocky Wrench,Super Paper Mario,ENEMY_IN
Rocky Wrench,New Super Mario Bros. Wii,ENEMY_IN
Rocky Wrench,Mario Kart 7,ENEMY_IN
Rocky Wrench,Paper Mario: Sticker Star,ENEMY_IN
Rocky Wrench,Super Mario 3D Land,ENEMY_IN
Rocky Wrench,Mario Kart Tour,ENEMY_IN
Rocky Wrench,Paper Mario: Color Splash,ENEMY_IN
Rocky Wrench,New Super Mario Bros. U / New Super Mario Bros. U Deluxe,ENEMY_IN
Rocky Wrench,Mario Kart 8 Deluxe,ENEMY_IN
Rocky Wrench,Paper Mario: The Origami King,ENEMY_IN
Rocky Wrench,Super Mario Maker / Super Mario Maker for Nintendo 3DS,ENEMY_IN
Rocky Wrench,Mario Kart World,ENEMY_IN
Rocky Wrench,Super Mario Run,ENEMY_IN
Rocky Wrench,Super Mario Maker 2,ENEMY_IN
Scaredy Rat,New Super Mario Bros. Wii,ENEMY_IN
Scaredy Rat,Mario Party 9,ENEMY_IN
Scaredy Rat,Paper Mario: Sticker Star,ENEMY_IN
Scaredy Rat,New Super Mario Bros. U / New Super Mario Bros. U Deluxe,ENEMY_IN
Scaredy Rat,Mario Party: Island Tour,ENEMY_IN
Scaredy Rat,Paper Mario: Color Splash,ENEMY_IN
Scaredy Rat,Super Mario Run,ENEMY_IN
Scaredy Rat,Paper Mario: The Origami King,ENEMY_IN
Scuttlebug,Super Mario 64 / Super Mario 64 DS,ENEMY_IN
Scuttlebug,Paper Mario: Sticker Star,ENEMY_IN
Scuttlebug,New Super Mario Bros.,ENEMY_IN
Scuttlebug,Paper Mario: The Origami King,ENEMY_IN
Scuttlebug,New Super Mario Bros. 2,ENEMY_IN
Scuttlebug,Super Mario Run,ENEMY_IN
Shellcreeper,Super Mario 3D World / Super Mario 3D World + Bowser's Fury,ENEMY_IN
Shellcreeper,Mario Bros.,ENEMY_IN
Shellcreeper,Super Mario Maker,ENEMY_IN
Shellcreeper,Mario Bros. Special,ENEMY_IN
Shellcreeper,Punch Ball Mario Bros.,ENEMY_IN
Shroob,Mario & Luigi: Partners in Time,ENEMY_IN
Shroob,Mario & Luigi: Bowser's Inside Story / Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,ENEMY_IN
Shroob,Mario & Luigi: Dream Team,ENEMY_IN
Shroob,Mario & Luigi: Superstar Saga + Bowser's Minions,ENEMY_IN
Shroob,Mario & Luigi: Brothership,ENEMY_IN
Shy Guy Tower,Paper Mario,ENEMY_IN
Shy Guy Tower,Paper Mario: Color Splash,ENEMY_IN
Skeeter,Super Mario 64 / Super Mario 64 DS,ENEMY_IN
Skeeter,Super Mario Sunshine,ENEMY_IN
Skeeter,Super Mario Galaxy 2,ENEMY_IN
Sidestepper,Super Mario Bros. 3,ENEMY_IN
Sidestepper,Mario Kart: Super Circuit,ENEMY_IN
Sidestepper,Mario Party-e,ENEMY_IN
Sidestepper,Mario Bros.,ENEMY_IN
Sidestepper,Super Mario Advance,ENEMY_IN
Sidestepper,Mario Kart DS,ENEMY_IN
Sidestepper,Super Mario Party,ENEMY_IN
Sidestepper,Mario Bros. Special,ENEMY_IN
Sidestepper,Super Mario 3D World / Super Mario 3D World + Bowser's Fury,ENEMY_IN
Sidestepper,Mario Kart Wii,ENEMY_IN
Sidestepper,Punch Ball Mario Bros.,ENEMY_IN
Sidestepper,Super Mario Maker,ENEMY_IN
Sidestepper,Mario Kart 7,ENEMY_IN
Sidestepper,Mario Clash,ENEMY_IN
Sidestepper,Mario Kart 8 / Mario Kart 8 Deluxe,ENEMY_IN
Sidestepper,Mario Kart Tour,ENEMY_IN
Sidestepper,Mario Kart World,ENEMY_IN
Shy Guy,Super Mario Bros. 2 / Super Mario Advance,ENEMY_IN
Shy Guy,Mario Kart: Super Circuit,ENEMY_IN
Shy Guy,Mario Party / Mario Party 2 / Mario Party: The Top 100,ENEMY_IN
Shy Guy,Mario vs. Donkey Kong,ENEMY_IN
Shy Guy,Mario & Luigi: Superstar Saga / Mario & Luigi: Superstar Saga + Bowser's Minions,ENEMY_IN
Shy Guy,Super Mario World 2: Yoshi's Island / Yoshi's Island: Super Mario Advance 3,ENEMY_IN
Shy Guy,Paper Mario,ENEMY_IN
Shy Guy,Mario Golf (Nintendo 64),ENEMY_IN
Shy Guy,Mario Tennis,ENEMY_IN
Shy Guy,Mario vs. Donkey Kong,ENEMY_IN
Shy Guy,Super Mario Maker,ENEMY_IN
Shy Guy,Mario Kart: Double Dash!!,ENEMY_IN
Shy Guy,Mario Party 3,ENEMY_IN
Shy Guy,Mario vs. Donkey Kong 2: March of the Minis,ENEMY_IN
Shy Guy,Mario & Luigi: Partners in Time,ENEMY_IN
Shy Guy,Yoshi's Story,ENEMY_IN
Shy Guy,Paper Mario: The Thousand-Year Door,ENEMY_IN
Shy Guy,Mario Golf: Toadstool Tour,ENEMY_IN
Shy Guy,Mario Power Tennis,ENEMY_IN
Shy Guy,Mario vs. Donkey Kong 2: March of the Minis,ENEMY_IN
Shy Guy,Mario Kart DS,ENEMY_IN
Shy Guy,Mario Party 4,ENEMY_IN
Shy Guy,Mario vs. Donkey Kong: Minis March Again!,ENEMY_IN
Shy Guy,Mario & Luigi: Bowser's Inside Story / Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,ENEMY_IN
Shy Guy,Yoshi Touch & Go,ENEMY_IN
Shy Guy,Super Paper Mario,ENEMY_IN
Shy Guy,Mario Golf: World Tour,ENEMY_IN
Shy Guy,Mario Tennis Open,ENEMY_IN
Shy Guy,Mario vs. Donkey Kong: Minis March Again!,ENEMY_IN
Shy Guy,Mario Kart Wii,ENEMY_IN
Shy Guy,Mario Party 5,ENEMY_IN
Shy Guy,Mario vs. Donkey Kong: Mini-Land Mayhem!,ENEMY_IN
Shy Guy,Mario & Luigi: Dream Team,ENEMY_IN
Shy Guy,Yoshi's Island DS,ENEMY_IN
Shy Guy,Paper Mario: Sticker Star,ENEMY_IN
Shy Guy,Mario Golf: Super Rush,ENEMY_IN
Shy Guy,Mario Tennis Aces,ENEMY_IN
Shy Guy,Mario vs. Donkey Kong: Mini-Land Mayhem!,ENEMY_IN
Shy Guy,Mario Kart 7,ENEMY_IN
Shy Guy,Mario Party 6,ENEMY_IN
Shy Guy,Mario vs. Donkey Kong: Tipping Stars,ENEMY_IN
Shy Guy,Mario & Luigi: Paper Jam,ENEMY_IN
Shy Guy,Yoshi's New Island,ENEMY_IN
Shy Guy,Paper Mario: Color Splash,ENEMY_IN
Shy Guy,Mario vs. Donkey Kong: Tipping Stars,ENEMY_IN
Shy Guy,Mario Kart 8 / Mario Kart 8 Deluxe,ENEMY_IN
Shy Guy,Mario Party Advance,ENEMY_IN
Shy Guy,Mini Mario & Friends: amiibo Challenge,ENEMY_IN
Shy Guy,Mario & Luigi: Brothership,ENEMY_IN
Shy Guy,Yoshi's Woolly World / Poochy & Yoshi's Woolly World,ENEMY_IN
Shy Guy,Paper Mario: The Origami King,ENEMY_IN
Shy Guy,Mini Mario & Friends: amiibo Challenge,ENEMY_IN
Shy Guy,Mario Kart Tour,ENEMY_IN
Shy Guy,Mario Party 7,ENEMY_IN
Shy Guy,Yoshi's Crafted World,ENEMY_IN
Shy Guy,Mario Kart World,ENEMY_IN
Shy Guy,Mario Party 8,ENEMY_IN
Shy Guy,Mario Party DS,ENEMY_IN
Shy Guy,Mario Party 9,ENEMY_IN
Shy Guy,Mario Party: Island Tour,ENEMY_IN
Shy Guy,Mario Party 10,ENEMY_IN
Shy Guy,Super Mario Party,ENEMY_IN
Shy Guy,Mario Party Superstars,ENEMY_IN
Shy Guy,Super Mario Party Jamboree,ENEMY_IN
Sledge Bro,Super Mario Bros. 3,ENEMY_IN
Sledge Bro,Mario Kart Wii,ENEMY_IN
Sledge Bro,Mario Party 10,ENEMY_IN
Sledge Bro,Paper Mario: Color Splash,ENEMY_IN
Sledge Bro,New Super Mario Bros.,ENEMY_IN
Sledge Bro,Mario Kart World,ENEMY_IN
Sledge Bro,Super Mario Party Jamboree,ENEMY_IN
Sledge Bro,Paper Mario: The Origami King,ENEMY_IN
Sledge Bro,New Super Mario Bros. Wii,ENEMY_IN
Sledge Bro,New Super Mario Bros. 2,ENEMY_IN
Sledge Bro,New Super Mario Bros. U / New Super Luigi U / New Super Mario Bros. U Deluxe,ENEMY_IN
Sledge Bro,Super Mario Maker subseries,ENEMY_IN
Snapjaw,Mario vs. Donkey Kong,ENEMY_IN
Snapjaw,Donkey Kong Jr.,ENEMY_IN
Snapjaw,Mario vs. Donkey Kong,ENEMY_IN
Snapjaw,Mario vs. Donkey Kong 2: March of the Minis,ENEMY_IN
Snapjaw,Donkey Kong (Game Boy),ENEMY_IN
Snapjaw,Mario vs. Donkey Kong 2: March of the Minis,ENEMY_IN
Snapjaw,Mario vs. Donkey Kong: Minis March Again!,ENEMY_IN
Snapjaw,Mario vs. Donkey Kong: Minis March Again!,ENEMY_IN
Snifit,Yume Kōjō: Doki Doki Panic / Super Mario Bros. 2 / Super Mario Advance,ENEMY_IN
Snifit,Mario Party 2,ENEMY_IN
Snifit,Mario vs. Donkey Kong 2: March of the Minis,ENEMY_IN
Snifit,Mario & Luigi: Superstar Saga / Mario & Luigi: Superstar Saga + Bowser's Minions,ENEMY_IN
Snifit,Paper Mario: Sticker Star,ENEMY_IN
Snifit,Mario vs. Donkey Kong 2: March of the Minis,ENEMY_IN
Snifit,Super Mario 64 / Super Mario 64 DS,ENEMY_IN
Snifit,Mario Party 3,ENEMY_IN
